device_id,device_type,ip_address,mac_address,protocol,src_port,dst_port,packet_size,session_duration,failed_login_attempts,dns_requests,outbound_connections,lateral_movement_flag,traffic_volume,port_scan_flag,malware_comm_flag,brute_force_flag,time_of_day,peak_hour,anomaly_score,threat_type,action_taken
818cba29-e87e-4110-8cde-5aeaec893959,Laptop,192.168.72.62,55:05:9b:a0:39:d3,TCP,45585,7284,358,125.59,10,8,12,1,133.72,1,1,0,Afternoon,0,0.057,DNS Tunneling,Allow
c963b716-2890-4452-84f1-810c2b3506d6,Laptop,192.168.32.249,66:8b:e4:62:86:02,TCP,44706,5094,1218,213.21,14,28,24,0,112.02,0,1,1,Night,0,0.706,Normal,Block
80e51b7c-1ff6-4ed9-9441-dbf933b63689,IoT,192.168.155.155,56:49:e3:56:b0:c4,ICMP,25036,2993,440,152.59,11,3,25,0,598.63,1,0,0,Afternoon,0,0.251,DNS Tunneling,Allow
2f7fcb53-7f3e-4213-b9e1-06469c0b4141,Server,192.168.85.150,0e:b1:dd:fe:ba:e4,ICMP,45338,2707,1043,290.3,2,24,19,0,346.3,1,1,0,Morning,0,0.481,Malware,Allow
20ccd541-9497-4872-afd7-b2cfd4c4536d,Mobile,192.168.102.107,90:23:06:bc:81:d9,ICMP,9248,5913,702,62.44,5,40,11,1,598.35,1,1,1,Morning,0,0.976,Port Scan,Allow
542ff7ab-7711-4cc8-b86c-6504ace75daa,Server,192.168.96.94,83:24:1c:86:02:0b,UDP,38571,2810,257,91.14,9,59,18,1,62.63,0,0,0,Night,0,0.675,Brute Force,Throttle
edca6485-e6e4-4e14-84e0-0f047260cc63,IoT,192.168.224.10,c0:52:f1:87:7b:c0,TCP,22310,7903,743,8.38,5,17,18,0,129.47,1,1,0,Afternoon,1,0.238,DNS Tunneling,Block
9dc90ca3-e0cd-4092-8a99-3f417a35dec2,Laptop,192.168.180.200,4d:f2:7e:99:96:07,UDP,27230,8042,329,181.98,0,7,4,0,47.83,0,0,1,Evening,1,0.326,DNS Tunneling,Throttle
34db5c14-ad1c-4cee-83c7-a741e1e2d11c,Server,192.168.114.107,b8:89:d7:e1:03:d5,TCP,23195,3020,328,23.07,13,13,13,0,54.94,0,0,0,Afternoon,0,0.739,Port Scan,Block
3c3989d1-7020-4dff-8b51-49d3357438de,Mobile,192.168.139.220,b7:d9:e7:f4:63:af,TCP,7108,476,793,164.93,9,17,0,0,261.67,0,1,1,Evening,1,0.114,Brute Force,Allow
b7088c8a-c6a3-46b7-8e0c-79775446959d,Mobile,192.168.41.235,64:f9:d3:45:31:2b,UDP,11086,4719,1040,127.04,1,40,3,0,542.34,0,0,1,Evening,1,0.104,Lateral Movement,Block
0822b0a9-b923-41fe-87a4-c177c957fb13,Mobile,192.168.178.109,9e:20:6d:04:98:0e,UDP,15690,3817,705,293.98,0,42,19,1,173.05,0,0,1,Afternoon,0,0.447,Port Scan,Throttle
a8535aa7-81cb-4037-8177-ac3835587e19,Mobile,192.168.185.66,53:96:19:fd:f5:95,TCP,16113,5600,1136,263.35,9,26,13,0,39.26,0,0,0,Afternoon,0,0.801,Malware,Throttle
08dc7bf2-bdbc-43cb-9395-f5c3b9e7475e,IoT,192.168.68.20,99:0a:77:48:79:fd,TCP,2595,4566,796,164.35,12,17,23,0,291.17,1,1,0,Evening,0,0.433,Data Exfiltration,Block
02d0f43b-d537-42a2-a41c-86db0c7c7e6b,Server,192.168.94.180,35:e3:c8:0f:4c:c2,TCP,49500,2496,98,25.25,4,43,14,0,128.02,0,0,1,Afternoon,0,0.845,Malware,Throttle
95f315d5-7f98-420f-8c55-dce5aadd0ffe,Laptop,192.168.111.189,c2:5d:cb:bf:9a:c1,UDP,11361,2757,431,96.39,5,47,17,1,441.67,1,1,0,Morning,0,0.824,Brute Force,Block
6ff412c5-40b3-4436-88d7-86b62a1f4479,Mobile,192.168.246.13,a4:e7:0d:a0:ea:21,UDP,3184,7587,256,161.62,8,39,3,1,556.03,0,1,0,Evening,0,0.564,Malware,Block
8821d85f-8e74-457f-8c11-46cd5ad091db,IoT,192.168.62.238,93:0f:fb:87:59:f6,TCP,58178,908,182,203.34,1,13,17,0,217.05,0,0,1,Morning,1,0.381,Normal,Throttle
da0d8ab6-97bb-44ae-8b83-3fe5c8af0e8e,IoT,192.168.164.41,e5:9e:68:ea:5c:3b,UDP,24333,47,702,280.22,1,17,11,1,333.48,0,1,1,Afternoon,0,0.031,Brute Force,Throttle
24ee80c3-f7f4-429a-b407-211f936d4bc5,Laptop,192.168.149.119,bb:e1:4c:64:fe:b0,UDP,4413,5778,1016,44.17,2,17,18,1,402.23,0,1,1,Night,1,0.9,Normal,Allow
8eb2a356-aeb3-4650-8c45-db484f0ac1b4,Laptop,192.168.161.153,65:5e:eb:40:cd:86,TCP,32367,5587,547,165.75,5,36,25,0,309.21,0,0,1,Morning,0,0.514,Lateral Movement,Throttle
8adb41ba-63aa-46ce-877f-a1b90ef75717,Mobile,192.168.154.186,52:a5:5e:1c:a4:ee,ICMP,13702,509,1286,142.78,3,7,8,1,193.24,1,0,0,Evening,0,0.954,Brute Force,Block
21b78eb5-5992-43f6-8f36-f031b44c8929,Server,192.168.236.204,c4:e0:b2:56:a5:c5,ICMP,35370,1223,532,199.0,15,41,11,1,13.38,1,1,0,Morning,1,0.609,Data Exfiltration,Allow
294f61fb-07aa-46d5-8dd6-b24192b1d7a3,Laptop,192.168.38.117,80:40:ef:14:da:25,ICMP,58869,7697,168,99.12,14,10,25,1,152.17,0,1,0,Morning,1,0.427,Data Exfiltration,Allow
018b1044-1a1e-415a-a3af-6cc7ba924390,IoT,192.168.201.145,31:0f:52:8e:7c:be,UDP,48799,5803,362,289.36,10,23,7,1,442.77,1,1,1,Morning,0,0.335,Malware,Allow
1741d2e9-fff7-477b-a838-7ffa502464ef,Server,192.168.146.84,80:4a:fe:cb:d9:90,ICMP,44776,7681,1070,38.26,5,1,4,1,229.74,1,0,0,Night,1,0.129,DNS Tunneling,Throttle
d832f6fe-1d1c-43c3-85b5-5bce83510ea0,Server,192.168.136.149,95:67:c1:5b:4a:84,UDP,24395,5235,548,66.8,4,11,19,1,362.89,1,0,0,Afternoon,0,0.922,Malware,Throttle
27ab00cd-a78a-475e-bb12-cc79ca385855,IoT,192.168.9.137,0f:fe:2b:ed:b6:77,TCP,30763,7167,815,231.43,1,47,10,0,133.68,1,1,1,Evening,0,0.099,Malware,Allow
d4c8e70e-de0b-4145-91fb-94a759b5ee5a,Mobile,192.168.149.131,86:e9:ac:59:3e:be,UDP,43885,2766,942,112.31,6,6,19,0,617.27,1,1,1,Evening,0,0.033,Malware,Allow
e1e26151-97a5-4d4a-90a0-02f8bbf4be33,Mobile,192.168.66.99,e6:00:3d:26:1c:db,TCP,35663,7877,771,95.36,14,2,6,0,643.06,1,0,1,Morning,1,0.305,Port Scan,Throttle
8a3e2f3e-d703-435f-9d20-06d2eb3dc249,IoT,192.168.179.30,8b:df:b4:fd:94:84,UDP,3904,4037,658,112.29,10,18,2,1,192.32,0,1,1,Morning,0,0.857,Normal,Block
f1207f58-0c9c-4ccc-bb99-5cc68375d4de,Server,192.168.62.244,6b:c5:37:6a:60:86,UDP,20421,447,433,10.42,1,39,18,0,377.86,0,0,1,Evening,1,0.003,Lateral Movement,Block
d3a6fd0f-8da6-40a0-a563-377f74da7548,Laptop,192.168.217.42,31:94:c3:d5:04:03,TCP,24689,4454,1366,269.39,2,8,21,0,679.68,1,1,1,Morning,0,0.05,Data Exfiltration,Allow
01534bad-01e4-4655-a5b4-bbf09d6b9233,Mobile,192.168.129.185,24:97:21:b2:4b:c8,UDP,33368,6068,285,215.38,3,17,7,0,384.74,1,0,0,Evening,0,0.933,Malware,Block
4a20e89b-2749-4cc3-aebc-f89cbdf087e3,Server,192.168.125.100,78:90:c2:14:04:53,TCP,52616,4005,734,26.05,1,42,11,0,594.5,1,0,1,Night,0,0.259,Normal,Allow
87ecf754-8018-433a-8c19-6de4295b8cf6,Mobile,192.168.93.233,e1:39:c0:bf:9c:03,TCP,50625,7978,918,144.0,5,21,8,0,114.11,0,1,0,Night,0,0.629,DNS Tunneling,Allow
416175fc-09c0-4c45-9ad7-f3397c86e87f,IoT,192.168.37.65,12:02:13:a3:b8:1b,UDP,5210,2790,390,166.46,13,11,20,0,251.5,1,1,1,Afternoon,0,0.088,Normal,Block
2204de95-0924-497b-a237-10f9459792c7,IoT,192.168.138.27,18:fe:90:17:2c:db,UDP,19050,4336,1335,186.84,8,19,19,0,429.32,0,0,0,Evening,0,0.864,Malware,Throttle
9994f0ad-e239-4a3b-8427-5f326dfe380b,Mobile,192.168.213.126,9a:ed:2c:68:09:ed,TCP,11770,7727,788,3.85,6,52,19,1,472.07,0,1,0,Night,0,0.093,Port Scan,Block
bf5c48ff-5f3a-44dc-9666-102810385ee9,Server,192.168.148.184,5e:c2:6e:b5:bb:cd,TCP,25843,5810,1052,244.95,10,10,8,1,533.57,0,0,1,Morning,1,0.303,DNS Tunneling,Block
31f655de-e9f9-4141-9c14-5a5c5c913d7e,Mobile,192.168.145.222,33:16:31:22:8c:38,ICMP,52937,7434,267,202.66,7,52,16,0,283.19,0,1,1,Morning,1,0.259,Lateral Movement,Block
a2af0b55-4481-4a82-bb6a-54cee2711dfa,Laptop,192.168.159.42,f6:e1:dd:27:0c:f9,UDP,63573,1773,255,195.49,15,29,23,0,307.11,0,1,0,Night,1,0.315,Malware,Block
f497f2de-5564-45ec-839e-faf4216ab4d2,IoT,192.168.216.8,4b:0b:0c:c8:68:a8,UDP,14769,4823,1380,203.87,15,1,0,1,82.86,0,0,1,Morning,1,0.97,Normal,Allow
52634d86-4c93-4fa4-abf4-77ae32072383,Mobile,192.168.182.105,5d:a1:93:d3:52:9d,ICMP,41016,7789,1107,221.05,7,38,15,1,688.46,1,1,0,Afternoon,1,0.377,Brute Force,Block
1bf40044-72b6-455d-88c3-2807a88b3391,Mobile,192.168.41.24,14:dc:88:80:1d:60,TCP,32779,5044,564,72.3,0,35,4,1,254.2,1,0,1,Evening,1,0.842,Port Scan,Throttle
40f04c03-894a-4413-ac4d-96f11a96d026,IoT,192.168.102.25,e3:4f:17:56:90:93,ICMP,56106,3390,103,179.57,5,30,18,1,482.41,1,1,1,Morning,0,0.272,Malware,Allow
f5ea34de-db65-4121-8ebc-178b1cb07c89,Server,192.168.222.232,73:b1:09:39:72:7b,TCP,17449,217,714,42.6,2,26,17,0,333.28,1,1,0,Afternoon,0,0.716,Port Scan,Throttle
7ddfb782-834a-4433-a544-98bf2b663e7f,Mobile,192.168.28.194,f0:e5:7a:bb:a0:a0,TCP,26636,6744,1410,70.99,10,49,6,0,477.07,0,1,0,Afternoon,1,0.151,Lateral Movement,Throttle
519213e0-6c58-4873-a602-f10c05a756a4,Mobile,192.168.59.59,a0:b2:45:eb:48:99,TCP,53513,525,1181,85.54,9,46,20,0,191.5,1,0,1,Morning,1,0.088,DNS Tunneling,Block
15e82ec3-837f-4be6-a2b0-2c0f331dc1eb,IoT,192.168.94.168,c0:fc:d4:f8:54:70,UDP,8997,154,486,289.39,3,31,15,0,552.65,1,0,1,Night,1,0.022,Malware,Block
57aa63fa-e6f8-44a1-890b-c27a919cae3a,IoT,192.168.20.151,e9:56:fd:a3:b7:71,TCP,44011,2516,1237,98.37,6,39,9,1,158.74,0,1,0,Night,1,0.753,Lateral Movement,Allow
ba18d820-197e-4013-8f3f-776b368a0488,Server,192.168.25.160,5f:b1:4e:ca:1c:f4,TCP,18194,128,1439,31.83,8,21,17,0,84.21,1,0,1,Morning,1,0.801,Normal,Allow
6337940d-16d3-4873-b6b2-66f284f9e8fd,Laptop,192.168.251.173,10:2f:90:75:7b:06,UDP,52527,7416,89,188.47,0,3,12,0,390.77,0,0,1,Night,0,0.955,Malware,Throttle
c5e4b0a3-1012-4e76-9431-927f5b2b6652,Mobile,192.168.83.136,76:63:e1:09:b5:33,TCP,15374,644,1187,135.29,5,43,1,1,515.98,1,1,0,Evening,0,0.551,Lateral Movement,Block
a2498c8c-d1df-4a67-8c9e-917eefcc1063,IoT,192.168.52.233,14:bd:fa:1e:1f:a6,TCP,1814,7495,159,208.64,1,4,22,0,111.87,0,0,0,Evening,1,0.466,Malware,Block
52392933-e101-4771-948a-ed6d237e7a9d,Laptop,192.168.131.168,9c:3a:1d:06:2f:18,UDP,19740,7885,1311,184.46,9,38,21,0,141.79,1,1,0,Evening,0,0.626,Port Scan,Throttle
f3e726ae-9ed7-46e3-bc8d-dbd3d9524470,Laptop,192.168.10.211,6c:ac:58:d1:51:89,ICMP,48441,5279,1120,52.84,5,35,13,1,241.23,0,0,1,Evening,1,0.516,Data Exfiltration,Allow
2aa4bec6-075c-42f0-8724-ee331ce4b3d8,Laptop,192.168.147.96,87:6b:05:51:84:a8,UDP,38576,6111,277,188.46,5,49,19,1,363.36,0,0,0,Morning,1,0.007,Malware,Throttle
00870709-1d60-460c-810d-2eb4706ddd5b,IoT,192.168.214.118,fb:d5:28:b1:6d:3e,UDP,47078,1906,1122,152.41,14,21,0,0,378.96,0,1,1,Night,1,0.832,Brute Force,Block
56c56f1c-23a7-413f-9504-e2e3e50af9ea,Server,192.168.107.225,46:1c:58:83:45:71,TCP,10300,6709,1103,94.3,3,38,0,1,148.15,1,0,0,Night,0,0.431,Lateral Movement,Block
5d9126d0-2d9a-495c-9410-3885e805e884,Laptop,192.168.221.93,a5:ea:53:5d:bf:3a,UDP,15775,3625,1459,34.17,11,56,17,1,527.63,1,0,0,Night,0,0.933,Data Exfiltration,Throttle
627add6d-b2cf-4c08-b89c-b7975ecea69d,Mobile,192.168.67.196,e5:a0:f6:00:e9:97,UDP,38420,7135,859,19.08,4,33,19,0,114.41,1,0,0,Morning,1,0.166,Data Exfiltration,Throttle
41b6e905-c189-4bca-98ef-93fc7bcd69bd,IoT,192.168.78.44,5b:39:6d:57:99:9c,TCP,22589,7021,871,278.14,3,12,5,1,372.4,0,0,1,Night,0,0.094,Brute Force,Allow
a5e2059c-ca30-4fde-a1c9-9c5c7aedde2e,Server,192.168.188.49,7c:1b:0b:a9:80:95,UDP,62549,228,223,157.06,3,49,19,0,336.82,1,1,0,Evening,0,0.547,Brute Force,Throttle
580cd1e9-d43c-4a16-9e4a-7c3cc69c22fa,Server,192.168.231.35,43:82:15:5a:03:d7,TCP,23517,7082,434,245.3,11,60,0,0,288.72,1,0,1,Morning,1,0.135,Data Exfiltration,Block
ee5b98ab-dd98-4610-8f3b-40fbb06a6220,IoT,192.168.84.191,f5:63:16:e8:e6:9f,TCP,2174,5432,1137,166.29,3,19,21,1,17.32,1,0,1,Afternoon,0,0.035,Data Exfiltration,Throttle
50e64182-1138-4634-a2aa-dcbd6afdd0b2,Server,192.168.16.115,ce:20:c7:67:d6:df,TCP,13663,5003,1315,277.09,11,5,9,1,523.66,0,0,1,Evening,1,0.274,Brute Force,Throttle
4ef47e07-2e87-452e-b341-38aedc03a59d,IoT,192.168.58.124,cc:ba:61:15:be:df,ICMP,55250,354,1381,74.7,7,32,14,1,269.02,1,1,0,Afternoon,1,0.756,Malware,Allow
8f2e9f80-51f2-4a4b-a0eb-c739820b1638,IoT,192.168.246.170,1f:b0:dd:71:0c:a9,UDP,3663,4555,326,180.46,2,30,15,0,335.94,1,0,0,Morning,0,0.005,Lateral Movement,Block
10e5966f-33df-428c-bcda-3128b2566c2d,Mobile,192.168.20.2,e0:62:66:ff:41:9b,TCP,22316,5987,504,130.81,14,60,25,1,320.02,0,0,1,Evening,1,0.375,Lateral Movement,Allow
afac4dc2-fa66-4993-8827-0fc7f490a574,Mobile,192.168.16.54,ae:a2:bc:b2:fc:72,UDP,21234,4878,677,296.64,12,27,20,0,623.86,1,0,1,Morning,0,0.009,DNS Tunneling,Block
c5d88f14-5587-4712-a0c1-f10e4d1c5884,Mobile,192.168.106.253,cd:86:5b:d3:90:6a,UDP,19014,6190,829,15.13,7,33,5,1,564.01,0,0,1,Afternoon,1,0.14,Brute Force,Allow
9ea5c247-e119-4d86-b952-72bc41bdb396,Mobile,192.168.86.181,c4:d2:64:fa:74:f2,ICMP,34676,7614,966,167.65,15,34,14,0,548.71,1,0,1,Morning,1,0.191,Lateral Movement,Block
0a556b69-edfa-4122-a53f-73a8111730a2,Server,192.168.216.72,85:27:9d:ef:ce:ff,ICMP,57273,3298,1464,131.58,9,15,6,1,594.04,0,0,0,Morning,0,0.906,Data Exfiltration,Allow
f22504ad-1bf1-4a83-b6db-56b3688e5e49,IoT,192.168.219.71,dc:43:32:60:f1:24,TCP,1025,5899,401,269.04,6,3,10,0,548.85,1,1,1,Afternoon,0,0.95,Data Exfiltration,Throttle
8d486768-44a7-43f7-8efc-9175828c982b,Laptop,192.168.99.93,f5:6c:be:25:9c:4c,UDP,45296,6735,1070,174.08,9,38,15,0,397.47,1,1,0,Morning,0,0.723,DNS Tunneling,Throttle
b2e24d73-46a7-4ef0-b24a-6b6861037a30,Server,192.168.162.81,24:b6:2a:f5:27:a1,TCP,12768,3649,403,244.94,14,28,17,1,156.24,1,0,1,Afternoon,0,0.867,Data Exfiltration,Throttle
e005b9b3-311c-4e6d-8943-4d8a4c68d21e,Laptop,192.168.252.7,23:07:bc:84:95:b9,UDP,15079,728,647,113.32,3,16,4,0,103.33,1,1,0,Night,1,0.438,Port Scan,Allow
1d207582-6764-4d75-b897-8003d61fd1af,Server,192.168.196.39,73:96:fc:f0:2e:28,ICMP,16823,3986,145,42.86,4,33,12,0,675.64,1,0,1,Evening,0,0.165,Port Scan,Block
67ca97f2-16a9-4fb1-926a-22ebaf1d89a5,Server,192.168.34.78,49:42:85:a7:87:9d,TCP,32503,7104,260,243.02,7,10,18,0,478.49,0,0,1,Evening,0,0.033,Port Scan,Allow
aee8d92c-57d3-407d-9d69-687f2a05c9e1,Mobile,192.168.118.104,20:de:b8:03:ad:9d,ICMP,30127,4510,452,205.93,2,21,20,1,73.54,0,1,0,Afternoon,0,0.775,Malware,Allow
2478622c-34a6-42f1-9538-05eddf291231,Server,192.168.72.86,3e:4d:18:48:6f:32,UDP,38572,2970,371,132.64,8,18,16,0,454.16,1,1,1,Evening,1,0.032,Normal,Throttle
9b0bf188-8fdb-47f6-9324-83e8906d82d3,Server,192.168.211.171,a2:7d:c4:31:d1:04,ICMP,55892,4497,434,249.6,4,23,14,1,373.82,1,1,1,Morning,1,0.798,Normal,Allow
637d2b8e-0741-4e05-93a8-842dedb274eb,Laptop,192.168.206.192,87:58:ae:11:45:1c,TCP,24911,3397,734,173.68,9,59,24,0,94.97,1,1,0,Afternoon,1,0.944,Data Exfiltration,Block
b70313f1-a3cc-4578-a109-d3a846121996,Server,192.168.103.76,a9:dc:9d:34:fe:e3,TCP,41784,4867,718,296.63,8,7,12,1,25.17,1,1,1,Morning,0,0.469,Lateral Movement,Allow
dc0e2a42-7437-4b7b-b17b-436d4c99b6d0,Server,192.168.201.162,41:40:2c:e5:15:00,UDP,35785,7613,1368,226.08,10,11,14,0,57.46,0,0,1,Morning,1,0.911,Lateral Movement,Allow
df335bcb-ff0a-4186-a1dd-a5b854db8a57,Laptop,192.168.87.157,38:e9:07:a0:dc:07,TCP,6378,1025,1183,248.09,13,4,1,1,454.96,0,0,0,Afternoon,0,0.275,Lateral Movement,Block
feb005d8-ab63-4a6f-8e84-bca2f35c0573,Laptop,192.168.210.166,61:eb:59:d4:f8:2f,TCP,47426,5045,218,227.33,0,54,25,1,125.52,0,0,1,Evening,0,0.93,Malware,Throttle
27c9d5d6-c0f1-483d-9059-c8b469eb4195,IoT,192.168.106.38,59:c2:36:08:67:e5,ICMP,23258,3077,1399,245.99,15,17,13,0,181.37,0,0,0,Afternoon,1,0.331,Data Exfiltration,Throttle
98d4fdc0-48d5-4df5-8ecd-560cabbcc3d3,Laptop,192.168.227.24,fd:a9:7d:83:48:e9,UDP,59862,5950,310,249.15,9,11,12,0,539.97,1,0,0,Afternoon,1,0.486,Malware,Allow
a66a85d2-f7f3-49e0-953c-f7f18f4b30ff,Server,192.168.115.113,85:3c:fc:29:51:ff,UDP,51971,7031,177,205.1,6,26,22,1,339.84,0,0,1,Afternoon,0,0.089,Lateral Movement,Throttle
c8096eb8-f533-44be-861a-2ad0ffd87a97,Mobile,192.168.195.192,08:57:8c:a5:75:d2,UDP,18392,342,490,84.05,2,3,12,0,416.65,1,0,1,Afternoon,0,0.054,Brute Force,Block
dd249543-1e77-48e0-a170-837b89f5f2ce,Laptop,192.168.20.242,be:38:7e:5d:e8:34,UDP,21020,1376,155,289.02,5,40,24,0,294.82,1,1,0,Night,1,0.519,Malware,Block
53ca2306-7d41-40c5-91b6-95dd0c24ee2e,IoT,192.168.131.197,0e:f4:19:39:5d:e9,UDP,54872,119,1409,279.43,7,53,24,1,319.53,1,1,1,Evening,0,0.582,DNS Tunneling,Block
88f2df5d-1acb-4486-a1e2-57174be498e4,Laptop,192.168.126.231,8d:c2:c7:3f:75:73,UDP,2372,335,460,122.41,14,41,14,0,171.01,0,1,0,Night,1,0.528,Brute Force,Allow
820c0033-5be8-4609-bf77-867ec5b01972,IoT,192.168.102.191,58:3d:c7:5e:67:74,ICMP,65328,4864,161,48.4,4,6,12,1,75.06,1,1,0,Morning,1,0.671,Brute Force,Block
b9a916f4-10c2-4f53-a455-212166d352fb,Mobile,192.168.131.68,ca:40:3f:42:8c:cd,UDP,38112,5097,902,276.02,12,57,6,0,544.8,1,1,0,Morning,1,0.779,Data Exfiltration,Allow
b4fc5d8d-b1a1-4f6e-b5d3-46dacad2e14e,Mobile,192.168.105.210,1f:75:a8:31:cb:f5,TCP,5617,1498,1051,252.74,13,26,8,0,410.77,0,0,0,Afternoon,0,0.06,Port Scan,Throttle
388e3097-2d00-4c25-bd00-93c5b4965355,Server,192.168.96.114,2e:1e:3a:01:2b:5a,UDP,13549,7394,308,205.58,1,19,9,1,451.76,0,0,0,Night,0,0.097,Data Exfiltration,Block
15146a9d-a18d-40c6-96a3-c9567daef9cb,Laptop,192.168.196.93,52:68:c4:b3:ec:03,UDP,8838,48,1149,261.46,8,48,25,1,502.42,0,0,1,Afternoon,0,0.394,Malware,Allow
3cd65e6a-e5e3-4c3b-977c-568c89334fdf,IoT,192.168.212.196,46:13:bb:f4:7b:48,UDP,60316,6372,943,137.53,13,60,12,0,45.16,0,1,1,Morning,1,0.978,DNS Tunneling,Block
fe849976-af1c-4ff2-9f2f-7565a05fab6f,Mobile,192.168.165.72,64:c0:d2:e6:5b:d6,TCP,58459,2366,1416,264.36,10,42,19,0,23.82,1,1,1,Morning,0,0.914,Lateral Movement,Allow
59869dba-5196-4117-bc43-51da07e5f985,Laptop,192.168.145.33,e8:d9:1f:ae:63:cb,ICMP,30027,3254,1277,81.35,3,47,11,0,322.17,0,0,1,Evening,1,0.832,Normal,Allow
e8e1b616-53c0-41be-ba33-eb479c242de6,Server,192.168.238.71,98:00:b0:c4:16:9b,UDP,20678,6529,499,157.08,4,6,4,0,86.65,1,1,0,Evening,0,0.603,Port Scan,Block
2a4a3c34-42cb-4733-8908-afc74bafc4bd,IoT,192.168.99.27,6f:6e:38:f1:03:f7,TCP,23319,5160,261,280.57,5,31,5,0,641.43,0,1,1,Afternoon,1,0.137,Normal,Throttle
b6491144-f5ad-4dc1-beee-d7c6a7c94629,IoT,192.168.34.218,f5:d7:b3:23:64:8c,ICMP,61584,601,484,80.57,2,47,13,0,64.37,1,0,0,Morning,1,0.945,Data Exfiltration,Allow
d8339e72-91c2-421b-a9d7-33432d8c929b,IoT,192.168.250.96,20:bb:3e:66:94:79,TCP,10430,1534,757,64.71,10,16,13,0,443.51,1,1,1,Afternoon,1,0.878,Port Scan,Throttle
8f173ab5-37dd-4559-8f8c-f6827db4d1f0,Laptop,192.168.151.206,60:a6:43:69:63:c9,UDP,37580,3239,662,209.39,8,25,22,0,577.11,1,1,1,Afternoon,1,0.376,Brute Force,Block
f776f7ef-c395-4b13-b653-35c142c6892c,Laptop,192.168.124.63,bb:05:ea:21:81:90,UDP,7832,3307,1192,43.06,0,24,20,0,80.03,0,0,0,Morning,0,0.127,Normal,Block
63854514-f639-4f22-a6b9-5bac775161c8,Laptop,192.168.4.37,ea:12:57:c2:26:98,ICMP,39496,7866,566,296.33,4,26,18,0,72.61,1,1,0,Afternoon,1,0.742,Port Scan,Block
be5dd73e-3d9c-474f-9cda-0075cf2718d6,Mobile,192.168.119.141,79:d2:df:a9:e0:75,ICMP,15522,3460,992,13.7,2,5,16,0,628.97,0,1,0,Night,0,0.397,Normal,Throttle
9d140b8f-fb26-4413-bd40-5c5776e207fd,IoT,192.168.86.247,c4:a0:2d:ca:5e:34,ICMP,23199,7427,246,5.26,15,48,6,0,526.69,0,0,0,Evening,0,0.961,Malware,Throttle
68cce9d7-f8e0-4fef-ad3a-0932d12d3baf,Mobile,192.168.92.231,27:84:93:27:a7:60,TCP,28632,7991,1197,49.71,5,40,23,1,81.94,1,1,1,Morning,1,0.819,Data Exfiltration,Allow
8a51f9de-3f15-4cac-b56e-c3f2d8dc037c,Mobile,192.168.27.51,92:8d:50:3a:0f:22,UDP,29536,3011,503,229.51,7,31,5,0,442.9,1,1,0,Morning,1,0.325,DNS Tunneling,Allow
3bb924b1-468c-4852-9993-69c7baa7339c,Server,192.168.97.62,31:bd:7e:17:a9:15,UDP,59791,756,1368,27.0,15,21,13,0,83.36,1,1,1,Night,0,0.448,Malware,Allow
6892cdef-a9f7-44b7-ba57-d751d75e60f4,Server,192.168.211.131,38:c0:be:5f:c8:34,ICMP,13452,2200,444,180.12,13,42,11,1,633.9,0,1,1,Morning,1,0.447,Lateral Movement,Allow
56a38cbc-61ef-4c3d-8143-89e11de3c2b0,Server,192.168.82.201,07:d3:e6:b8:ff:5b,TCP,5753,1549,192,95.54,10,39,25,0,580.55,1,1,1,Afternoon,0,0.982,DNS Tunneling,Allow
ceb5a52e-7234-4d85-bf97-74419882bac3,Laptop,192.168.39.191,21:6c:f7:54:f9:d7,TCP,62759,4799,724,15.67,9,6,17,1,460.62,1,1,1,Morning,1,0.865,Lateral Movement,Allow
db1446b8-5a20-487a-bf94-f36824c86554,Laptop,192.168.51.155,cd:11:64:a2:9f:ab,ICMP,53156,3043,254,124.63,13,7,2,1,635.02,1,0,1,Morning,0,0.111,Port Scan,Block
efb2c35b-860f-4dd5-b534-da732a841046,Mobile,192.168.239.130,20:24:58:0c:2e:c3,TCP,21536,5693,664,235.33,9,7,10,1,644.14,1,0,0,Morning,1,0.581,Data Exfiltration,Block
54e5f748-6c13-4c43-b14f-bb155d3765f4,IoT,192.168.23.21,74:83:41:27:17:52,UDP,7158,204,1134,125.68,11,14,21,1,126.61,0,0,0,Night,0,0.192,DNS Tunneling,Throttle
ee9975a6-a65b-4ead-a432-5fe9239de720,Laptop,192.168.206.207,b9:4f:56:e5:11:b5,TCP,40858,7252,1021,132.89,12,55,13,0,665.4,0,1,0,Evening,1,0.502,Brute Force,Throttle
10acc805-ee96-4a6f-aa93-5fa9ad56aed7,Laptop,192.168.16.117,7a:bc:89:06:8f:9d,ICMP,18967,1499,833,176.52,13,21,9,1,630.79,0,0,0,Morning,1,0.858,Normal,Allow
d8aa9c1a-f7e4-4b8b-b4dc-a090b907835d,Mobile,192.168.178.215,84:0a:14:f8:43:ef,UDP,2868,1421,1172,15.53,11,27,17,0,553.82,0,1,0,Morning,0,0.943,Port Scan,Throttle
eea08a0f-1e27-4ac5-8c2e-fe262efdca78,Server,192.168.129.144,a5:1a:b0:ca:0c:cc,TCP,64194,2529,886,177.54,9,51,20,1,603.01,1,1,0,Afternoon,1,0.11,Port Scan,Throttle
